StudentID,CourseID,FirstName,LastName,Email,Phone,CurrentYear,AvgAttendance,AvgGrade,CourseAvgAttendance,Grade,NumCurUnits
23,STA10001,Jackson,Avery,jacksonavery@student.uni.edu.au,041052469,2,0.77,56.92,0.75,50.4,3
23,STA20001,Jackson,Avery,jacksonavery@student.uni.edu.au,041052469,2,0.77,56.92,1.0,73.71,3
24,COS10001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,049951859,3,0.4,91.39,1.0,98.43,4
24,STA10001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,049951859,3,0.4,91.39,0.25,54.49,4
24,STA20001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,049951859,3,0.4,91.39,0.25,90.95,4
24,STA30001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,049951859,3,0.4,91.39,0.5,51.28,4
25,COS10001,Eleanor,Jackson,eleanorjackson@student.uni.edu.au,044720397,1,0.67,62.51,0.75,70.84,2
25,STA10001,Eleanor,Jackson,eleanorjackson@student.uni.edu.au,044720397,1,0.67,62.51,0.25,69.53,2
26,COS10001,Ella,Harper,ellaharper@student.uni.edu.au,049434175,1,0.5,87.75,1.0,76.35,4
26,STA10001,Ella,Harper,ellaharper@student.uni.edu.au,049434175,1,0.5,87.75,1.0,56.64,4
26,STA20001,Ella,Harper,ellaharper@student.uni.edu.au,049434175,1,0.5,87.75,1.0,69.82,4
26,STA30001,Ella,Harper,ellaharper@student.uni.edu.au,049434175,1,0.5,87.75,1.0,84.29,4
27,COS10001,Jackson,Avery,jacksonavery@student.uni.edu.au,042025354,2,0.35,58.45,0.25,76.41,4
27,STA10001,Jackson,Avery,jacksonavery@student.uni.edu.au,042025354,2,0.35,58.45,0.5,93.29,4
27,STA20001,Jackson,Avery,jacksonavery@student.uni.edu.au,042025354,2,0.35,58.45,1.0,78.58,4
27,STA30001,Jackson,Avery,jacksonavery@student.uni.edu.au,042025354,2,0.35,58.45,0.25,75.66,4
28,COS10001,Jackson,Madison,jacksonmadison@student.uni.edu.au,044207802,2,0.83,80.84,1.0,76.33,2
28,STA10001,Jackson,Madison,jacksonmadison@student.uni.edu.au,044207802,2,0.83,80.84,0.25,57.65,2
29,COS10001,William,Jack,williamjack@student.uni.edu.au,043968293,3,0.89,56.99,0.5,90.73,2
29,STA10001,William,Jack,williamjack@student.uni.edu.au,043968293,3,0.89,56.99,0.5,81.13,2
30,COS10001,Evelyn,Jack,evelynjack@student.uni.edu.au,045910348,3,0.32,83.34,0.5,82.11,2
30,STA10001,Evelyn,Jack,evelynjack@student.uni.edu.au,045910348,3,0.32,83.34,1.0,58.31,2
31,COS10001,Ella,Harper,ellaharper@student.uni.edu.au,043973393,3,0.4,64.77,0.75,69.84,4
31,STA10001,Ella,Harper,ellaharper@student.uni.edu.au,043973393,3,0.4,64.77,0.75,66.86,4
31,STA20001,Ella,Harper,ellaharper@student.uni.edu.au,043973393,3,0.4,64.77,0.25,67.58,4
31,STA30001,Ella,Harper,ellaharper@student.uni.edu.au,043973393,3,0.4,64.77,1.0,81.63,4
32,COS10001,Jack,Madison,jackmadison@student.uni.edu.au,041116822,3,0.7,70.66,0.75,62.95,3
32,STA10001,Jack,Madison,jackmadison@student.uni.edu.au,041116822,3,0.7,70.66,1.0,99.29,3
32,STA20001,Jack,Madison,jackmadison@student.uni.edu.au,041116822,3,0.7,70.66,0.25,85.36,3
33,COS10001,Mason,Wyatt,masonwyatt@student.uni.edu.au,045054225,1,0.67,85.18,1.0,83.17,3
33,STA10001,Mason,Wyatt,masonwyatt@student.uni.edu.au,045054225,1,0.67,85.18,0.5,66.5,3
33,STA20001,Mason,Wyatt,masonwyatt@student.uni.edu.au,045054225,1,0.67,85.18,0.75,72.43,3
34,COS10001,Scarlett,Avery,scarlettavery@student.uni.edu.au,041059736,3,0.43,68.17,0.75,59.74,4
34,STA10001,Scarlett,Avery,scarlettavery@student.uni.edu.au,041059736,3,0.43,68.17,0.5,91.87,4
34,STA20001,Scarlett,Avery,scarlettavery@student.uni.edu.au,041059736,3,0.43,68.17,0.75,65.33,4
34,STA30001,Scarlett,Avery,scarlettavery@student.uni.edu.au,041059736,3,0.43,68.17,1.0,74.6,4
35,COS10001,Eleanor,Scarlett,eleanorscarlett@student.uni.edu.au,048314084,2,0.44,98.1,0.5,93.7,2
35,STA10001,Eleanor,Scarlett,eleanorscarlett@student.uni.edu.au,048314084,2,0.44,98.1,0.25,57.8,2
36,COS10001,Jackson,Wyatt,jacksonwyatt@student.uni.edu.au,044069310,3,0.73,64.84,0.5,64.04,3
36,STA10001,Jackson,Wyatt,jacksonwyatt@student.uni.edu.au,044069310,3,0.73,64.84,0.25,72.84,3
36,STA20001,Jackson,Wyatt,jacksonwyatt@student.uni.edu.au,044069310,3,0.73,64.84,0.75,51.01,3
37,COS10001,William,Evelyn,williamevelyn@student.uni.edu.au,048143806,1,0.38,52.94,0.75,97.95,2
37,STA10001,William,Evelyn,williamevelyn@student.uni.edu.au,048143806,1,0.38,52.94,0.5,74.07,2
38,COS10001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,045114373,1,0.58,91.09,0.5,91.68,3
38,STA10001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,045114373,1,0.58,91.09,0.5,66.27,3
38,STA20001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,045114373,1,0.58,91.09,1.0,58.44,3
39,COS10001,Avery,Jack,averyjack@student.uni.edu.au,043014197,3,0.67,87.34,0.25,61.71,4
39,STA10001,Avery,Jack,averyjack@student.uni.edu.au,043014197,3,0.67,87.34,0.75,85.44,4
39,STA20001,Avery,Jack,averyjack@student.uni.edu.au,043014197,3,0.67,87.34,1.0,67.12,4
39,STA30001,Avery,Jack,averyjack@student.uni.edu.au,043014197,3,0.67,87.34,0.75,86.08,4
40,COS10001,Jack,William,jackwilliam@student.uni.edu.au,047982281,3,0.28,53.43,1.0,98.45,4
40,STA10001,Jack,William,jackwilliam@student.uni.edu.au,047982281,3,0.28,53.43,0.25,94.18,4
40,STA20001,Jack,William,jackwilliam@student.uni.edu.au,047982281,3,0.28,53.43,0.25,73.27,4
40,STA30001,Jack,William,jackwilliam@student.uni.edu.au,047982281,3,0.28,53.43,0.75,97.0,4
41,COS10001,Harper,Avery,harperavery@student.uni.edu.au,040676380,2,0.98,65.72,0.75,99.12,4
41,STA10001,Harper,Avery,harperavery@student.uni.edu.au,040676380,2,0.98,65.72,1.0,98.16,4
41,STA20001,Harper,Avery,harperavery@student.uni.edu.au,040676380,2,0.98,65.72,0.25,77.63,4
41,STA30001,Harper,Avery,harperavery@student.uni.edu.au,040676380,2,0.98,65.72,0.5,68.81,4
42,COS10001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,045137833,3,0.47,50.6,0.25,50.4,3
42,STA10001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,045137833,3,0.47,50.6,1.0,96.65,3
42,STA20001,Wyatt,Jackson,wyattjackson@student.uni.edu.au,045137833,3,0.47,50.6,0.75,92.52,3
43,COS10001,Wyatt,William,wyattwilliam@student.uni.edu.au,044659311,1,0.83,51.58,0.5,84.2,2
43,STA10001,Wyatt,William,wyattwilliam@student.uni.edu.au,044659311,1,0.83,51.58,1.0,79.57,2
44,COS10001,Mason,Harper,masonharper@student.uni.edu.au,042094615,3,0.96,55.97,1.0,53.85,2
44,STA10001,Mason,Harper,masonharper@student.uni.edu.au,042094615,3,0.96,55.97,0.5,58.58,2
45,COS10001,James,Evelyn,jamesevelyn@student.uni.edu.au,043012043,2,0.97,85.76,0.25,53.63,2
45,STA10001,James,Evelyn,jamesevelyn@student.uni.edu.au,043012043,2,0.97,85.76,0.5,67.7,2
46,COS10001,Scarlett,James,scarlettjames@student.uni.edu.au,049627453,2,0.42,59.36,0.5,94.55,2
46,STA10001,Scarlett,James,scarlettjames@student.uni.edu.au,049627453,2,0.42,59.36,1.0,92.14,2
47,COS10001,Wyatt,Scarlett,wyattscarlett@student.uni.edu.au,041631931,2,0.54,80.08,0.25,77.27,4
47,STA10001,Wyatt,Scarlett,wyattscarlett@student.uni.edu.au,041631931,2,0.54,80.08,0.5,98.01,4
47,STA20001,Wyatt,Scarlett,wyattscarlett@student.uni.edu.au,041631931,2,0.54,80.08,0.5,86.39,4
47,STA30001,Wyatt,Scarlett,wyattscarlett@student.uni.edu.au,041631931,2,0.54,80.08,0.5,55.5,4
48,COS10001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,040178998,2,0.44,93.72,1.0,68.09,4
48,STA10001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,040178998,2,0.44,93.72,0.25,96.54,4
48,STA20001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,040178998,2,0.44,93.72,0.5,52.24,4
48,STA30001,Jackson,Evelyn,jacksonevelyn@student.uni.edu.au,040178998,2,0.44,93.72,0.5,95.69,4
49,COS10001,Eleanor,Harper,eleanorharper@student.uni.edu.au,041666094,1,0.58,52.92,1.0,56.63,3
49,STA10001,Eleanor,Harper,eleanorharper@student.uni.edu.au,041666094,1,0.58,52.92,0.25,87.87,3
49,STA20001,Eleanor,Harper,eleanorharper@student.uni.edu.au,041666094,1,0.58,52.92,0.25,80.07,3
50,COS10001,Madison,James,madisonjames@student.uni.edu.au,041331884,1,0.83,56.11,1.0,92.68,2
50,STA10001,Madison,James,madisonjames@student.uni.edu.au,041331884,1,0.83,56.11,0.75,84.37,2
